firmenId,firma,firmaQuelle
348,Schedlberger sel. Witwe,Schedlpergers seel. wittib
349,Primus Wagner & Co.,Primus Wagner et cons.
350,Joseph Wandaller & Co.,Joseph Wandaller et comp.
351,Gebrüder Auracher,gebrüeder Auracher
352,Johann Christoph Löschenkohl sel. Erben,Johann Christoph Löschenkohls seel. erben
353,Zacharias Kriner & Co.,"Zachariaß Kriner et comp., Zachariaß Krinner et comp., Zachariaß Krimer et comp., Zacharias Krüner et comp., Zacharias Kremmer et comp."
354,Poschinger und Mayr,Poschinger und Mayr
357,Thorin und Arbaur,"Thorein und Arbauer, Thorein et Arbaur, Thorin Arpaur, Torin Arpaur, Thorin Arbaur, Torin Arbaur"
358,Franz Rey & Co.,"Franz Rey et comp., Francois Ray et comp., Franz Regl et comp."
415,Stephan Knoll sel. Erben,Stephan Knoll seel. erben
360,Johann Kaspar Bencard sel. Erben,"Joh. Caspar Bencard seel. erben, Joh. Caspar Benccard seel. erben, Johann Caspar Bencard seel. erben"
361,Tommasi & Co.,Domossi et comp.
363,Gebrüder Veith,"Veit gebrieder, Veith gebrüeder"
365,Christoph Weigl sel. Erben,"Christoph Weigls seel. erben, Christoph Weigl seel. erben"
366,Johann Laimbrucher sel. Erben,Joh. Laimbruchers seel. erben
508,Georg Brentano Scalini & Sohn,"Georg Braentano Scalini und sohn, Georg Brentono et sohn"
369,Tobias Hauzeneder & Co.,Tobias Hauzeneder et cons.
370,Thomas Egger sel. Witwe,Thamas Egger seel. wittib
371,Georg Mayr sel. Erben,"Georg Mayrs sel. erben, Georg Mayr sel. erben"
373,Haberstock und Frey,Haberstokh und Frey
374,Depra Dilleria & Co.,Depra Dilleria et compag.
376,Strobl & Co.,"Strobl. comp., Strobl et compag."
378,Zacharias Frank sel. Erben,"Zacharias Franckh seel. erben, Zacharias Frankh seel. erben"
380,Johann Wellner & Co.,Johann Wellner et comp.
381,Fratelli Marsani,"Fratelli Marsaniz, Fratelli Marsani, Fratelli Marschani, Fratelli Morsani"
382,Jakob Rainer sel. Witwe,Jacob Rainers seel. wittib
383,Matthias Kern & Co.,Mathias Kern et cons.
384,Leonhard Effinger sel. Erben,"Leonhard Efinger sel. erben, Effingers erben"
385,Fynn und Will,"Fynn und Will, Finn und Will"
386,Matthias Zizler & Co.,Matthias Zistler et cons.
388,Gschaider und Wippacher,Gschaider und Wiepacher
389,Johann Christoph Widmann sel. Erben,"Johann Chrüstoph Widmans sel. erben, Johann Chrüstoph Widman sel. erben"
391,Gebrüder Consoni,gebrüeder Consoni
392,Leopold Karl Spitzer & Co.,"Leopold Carl Spüzer et comp., Leopold Carl Spizer zu Stokerau und compag."
393,Innerberger Hauptgewerkschaft,"Innerberger. haubt gwerkhschafft der stachl und eisen-handlung zu Steyr, Innerberg. haub gwerkhschafft der stachl und eisen handlung zu Steyr, löbl. eisen gschaft in Steyr, n. sengsen et compag."
394,Courlet und Bosquet,"Carlet et Bisget, Courlet und Bosquet"
396,Franz Gouttro & Co.,Franz Gouttro et compag.
398,Friedrich Schreyer sel. Erben,Friderich Schreyers seel. erben
399,Christoph Löffler und Samuel Löffler,"Chrüstoph, und Samuel Löffler"
402,Ely und Mayr,Ely et Mayr
403,Johann Jakob Chiset & Co.,Joh. Jacob Chiset et comp.
404,Keller und Mayr,Keller und Meyr
405,Loschge und Renz,"Loschge und Benz, Losge und Benz, Prenz und Loschge, Renz unnd Loschge, Luschgo und Renz"
406,Stoy und Fischer,Stoy und Fischer
407,Ludwig Liedl und Leopold Liedl,"Ludwig und Leopold Lidl, Ludwüg und Leopold Liedl"
408,Joseph Marina Gebrüder,Joseph gebrüeder Marina
409,Nass und Weber,Nass und Wehber 
410,Karl Stölzl & Co.,Carl Stölzl et consortes v. Neufelden
411,Johann Andre Endter sel. Sohn,Johann Andrea Endter sel. sohn
412,Temeswarer Handlungssozietät,Temeswarer handlungs-societaet
413,Kaspar Wilhelm und Selhammer,Caspar Wilhalbm und Seelhamer
414,Johann Kaspar Bencard sel. Witwe,"Joh. Caspar Bencards seel. wittib, Johann Caspar Bencard seel. wittib"
416,Pierre und Fitzes,Pierre et Fizes
417,Grav und Megler,GravetMegler
418,Johann Georg Schmid sel. Erben,Johann Georg Schmid seel. erben
419,Langwider und Ambach,"Languder und Ambach, Langirder und Ambach, Languider und Ambach"
420,Georg Prander & Co.,Georg Prander et consortes
421,Leonhard Effinger sel. Witwe,Leonhard Effingers seel. wittib
422,Paul Rössler sel. Witwe,"Paul Rösler seel. wittib, Paul Röslers seel. wittib, Paul Rosler sel. wittib"
423,Wellner & Co.,"Wellner et comp., Wallner et compag., Wellner et compag."
424,Peter und Krazer,Peter und Krazer
425,Veit Müllnitsch sel. Erben,Veith Millnitsch seel. erben
426,Adam Siess & Co.,Adam Siess et cons.
427,Michael Schwänkl & Co.,Michael Schwänkhl et cons.
428,Friedrich Schreiner & Co.,Friderich Schreiner et cons.
429,Stephan Knoll & Co.,"Stephan Knoll et compag., Stephan Knoll et comp."
430,Battista und Tribaumer,Batt.a und Tribaumer 
432,Johann Michael Rieder sel. Witwe,Johann Michael Rieders seel. wittib
433,Johann Adam Piat sel. Erben,Hanns Adam Biat sel. erben
434,Stephan Herzog & Co.,Stephan Hörzog et cons.
435,Joseph Kerer & Co.,Joseph Kerer et cons.
436,Christian Fleischhauer & Sohn,Christian Fleischauer et sohn
437,Niklas Salliet & Co.,"Niclas Salliert et comp., Niclas Sallirt et comp."
438,Matthias Weckerle & Co.,Matthias Weckerle et cons.
439,Thomas Ziegler & Co.,Thomas Ziegler et cons.
440,Jakob Reider & Co.,Jacob Reider et cons.
441,Buttermann und Gebrüder,Butterman und gebrüeder
442,Bartholomäus Strobl & Co.,Barthlme Strobl et comp.
443,Jakob Tiefentaler sel. Erben,Jacob Tieffenthaller sel. erben
444,Matthias Schwall & Co.,Matthias Schwall et cons.
445,Johann Pacher & Co.,Hannß Pacher et cons.
446,Joseph und Gebrüder,"Joseph et gebrüeder, Joseph gebrieder"
447,Johann Stöger & Co.,Johann Stöger et cons.
448,Gritti & Co.,Gritti et compag.
449,Gebrüder Marina,"gebrüeder Marina, gebrüeder Marnia"
450,Georg Cleas sel. Erben,Georg Kleas sel. erben
451,Matthias Kessler sel. Erben,"Matthias Käßler seel. erben, Matthias Keßler sel. erben, Mathias Kößler seel. erben"
454,Gebrüder Löffler,"Löffler gebrüeder, Löffler und gebrüeder"
455,Paul Kienberger sel. Erben,Paul Kienberger sel. erben
769,Göbl und Luidl,Göbl und Luidl
458,Johann Friedrich Werti sel. Erben,Johann Friderich Werti sel. erben
459,Johann Sprenger & Co,Hanns Sprenger et cons.
460,Mantlpaur und Klögel,Mantlpaur und Klögel
461,Schmid und Schindler,Schmid und Schindler
462,Muffat und Million,"Mussat et Million, Muffat et Millon"
464,Bartholomäus Primier sel. Erben,Bartlme Primiers seel. erben
465,Georg Nicola & Co.,Georg Nicola et compag.
466,Bäumler und Lothes,Bämlers und Lothers
467,Esterlin und Weissbeck,"Esterlin und Weissbekh, Esterlin und Weißbökh"
468,Matthias Füderer & Co.,"Matthias Fieder et cons., Matthias Füederer et cons."
469,Gebrüder Huber,gebrüeder hueber
470,Gottlieb Göschl sel. Witwe,Gottlieb Göschl sel. wittib
471,Andre Coith sel. Erben,Andree Coith seel. erben
473,Niklas Orset und Michael Orset,Niclas und Michael Orset
474,Johann Georg Dressel & Co.,Johann Georg Dreßl et cons.
475,Ott und Payr,Ott und Peyr
476,Peetz und Bader,"Pez und Pader, Peez und Bader"
477,Johann Heinrich Allius & Co.,Johann Hainrich Allius et consort.
478,Jakob Gräz & Co.,Jacob Gräz et conssortes
479,Schmid und Laz,Schmid und Laz
480,Franz Wintersteiner & Co.,Franz Winterstainer et comp.
481,Gostet und Nostier,Gostet et Nostier
482,Ertorn und Minzinger,Ertorn und Minzinger
615,Dresler und Schreiner,Dresler und Schreiner
484,Perinet und Cimarolli,Perinet et Zimeroli
485,Raphael Langmayr & Co.,Raphael Langmayr et cons.
487,Wegleitner und Drexler,"Wegleitner und Drexler, Wagleiter und Trexler, Wegleiter und Trexler"
488,Lorenz Kern & Co.,Lorenz Kern et consortes
489,David Vienne sel. Witwe,David Vienne seel. wittib
490,Heinzlmann und Garb,"Heinglman und Garb, Heinzlman und Garb"
491,David Vienne sel. Erben,David Vienne seel. erben
492,Sebastian Wernberger & Co. ,Sebastian Wernberger et comp.
493,Bormastini & Co.,"Bormastini et compag., Bormastini et comp."
692,Balderot & Co.,Paldero et compag.
495,Johann Michael Rieder sel. Erben,Johann Michael Rieders seel. erben
496,Sebastian Künzel sel. Witwe,Sebastian Kinzl sel. wittib
497,Goske und Schiebl,"Goschkhe und Schnöbl, Goßke und Schiebl, Goske und Schiebl, Goßke und Schübl, Gottsche und Schübel"
498,Anton Gluderer sel. Erben,Antoni Gluderer seel. erben
499,Passy & Co.,Passy et comp.
500,Daniel Dallensteiner & Co.,Daniel Dolnstainer et cons.
501,Gebrüder Veronese,gebrüeder Veroness
502,Philipp Gundian sel. Sohn,Phillipp Gundians seel. sohn
504,Adam Horner sel. Erben,Adam Horners seel. erben
505,Johann Bernhard Dempf & Co.,Johann Bernhard Dempff et comp.
506,Johann Michael Wilhelmseder sel. Witwe,Johann Michael Wilhalbmseders seel. wittib von dithmoning
507,Sebastian Pühringer sel. Witwe,Sebastian Pühringers wittib
509,Jakob Wisinger & Co.,Jacob Wisinger von Lempach et cons.
510,Blasius Enzinger & Co. ,Plasius Enzinger et cons. v. Rohrbach
511,Gebrüder Lenhard,gebrüeder Lenhard
512,Jakob Koller sel. Witwe und Erben,Jakob Kollers seel. wittib und erben
513,Andre Wöss & Co. ,Andree Wöss et cons.
514,Matthias Uhrl & Co. ,Matthias Uhrl et cons. 
515,Rotta und Reismiller,"Rotta und Reismillner, Rotta und Teismillner, Rotta und Reismiller"
516,Gebrüder Will,"gebrieder Will, gebrüeder Will, Wiell gebrüeder"
517,Daniel Hagen sel. Erben,Daniel Hagen seel. erben
518,König und Gebrüder,"gebrüeder König, König und gebrüeder, gebrieder König"
519,Dallensteiner und Maunz,Dollnstainer und Maunz
678,Küner und Bender,"Kriner und Bender, Kriener und Bender, Krinner und Bender, Krimer und Pindter, Kriner und Pender, Krimer und Bender, Kiner und Bender, Krimmer und Penkher, Krumer und Panther"
521,Jakob Schauer sel. Erben,Jacob Schaur seel. erben
522,Johann Baptist Thann sel. Erben,Johann Bapt. Thann seel. erben
523,Praunsmändl und Elers,"Praunsmändl und Elyers, Praunßmändl et Elers, Praunsmandl und Elers"
526,Wilhelm und Selhammer sel. Witwe,Wilhalbm und Selhammers seel. wittib
527,Ferner & Co.,Ferner et consort.
530,Wilkens und Bosquet,"Wilkhens und Bosquet, Wilkens und Bosquet, Wilckher und Bousquet, Bilchens und Bosquet"
531,Pingizer und Bittoni,"Bingizer et Bittoni, Pingizer und Pitoni, Binginzer et Bitoni, Binginter und Bitoni, Pingizer et Pitoni"
532,Kaspar Sagerer & Co.,Caspar Sagerer et consortes
534,Daissenberger und Pliem,"Daissenberger und Pliemb, Daissenberger Pleimb, Dössenberger und Pliemb"
535,Johann Georg Breuning & Co.,Johann Georg Breuning et cons.
536,Joseph Binder & Co.,Joseph Pinder et consortes
538,Georg Götz sel. Erben,Georg Gözens seel. erben
541,Falquet und Violand,Falquet et Violand
543,Decret und Crettier,"Decret und Crettier, Decret et Credieir"
544,Wenzl und Nehr,Wenzl und Nehr
545,Rey und Paur,"Rey et Pauer, Rey et Paur, Rey et Pauner"
547,Johann Baptist Hibler sel. Erben,Johann Bapt. Hüblers seel. erben
548,Andre Vorauer & Co.,Andre Vorauer et cons.
549,Marx Hauer sel. Erben,Marx Hauers seel. erben
551,Jeremias Wolff sel. Erben,Jeremias Wolff seel. erben
552,Abraham Schmid & Co.,Abrahamb Schmid et consortes
553,Samuel Löffler & Co.,Samuel Löffler et consortes
554,Jolivet & Co.,Jolivat et compagn.
555,Christoph Jakob Nickl sel. Erben,Christoph Jacob Nigl seel. erben
725,Schwab & Co.,Schwab et compag.
558,Joseph Nickl sel. Erben,Joseph Niggl seel. erben
559,Bernhard Dempf sel. Erben,Bernhard Dempff seel. erben
560,Pölzl und Hebig,Pölzl und Hebig
561,Garogno Reymond und Marchien,Garagnor Reymord et Marchien
562,Marquet und Rebay,Marquet et Rebay
563,Zangmeister und Adam,Zangmaister und Adam
710,Martin Mutter und Nenz,Martin Mutter et Nenz
565,Andre Kürmayr & Co.,Andre Kürmayr et cons.
566,Motter und Renz,"Moter und Renz, Mader und Renz, Motern und Renz, Meter und Ranz, Motus und Renz, Moder und Renz, Moter und Rens, Mutter und Rems, Muter und Rems, Mater und Renz"
568,Pruckmann und Stenzig,Pruckhman et Stenzig
569,Stanislaus Dill & Co. ,Stanißlaus Dyll et cons. 
573,Cimarolli und Monticelli,"Cimarolli et Monticelli, Zimeroli et Montielli"
574,Friedrich Werti sel. Witwe,Friderich Werty seel. wittib
576,Johann Endter sel. Erben,Johann Endters seel. erben
578,Flantini und Adam,"Flantini et Adam, Stantini et Adam"
579,Gebrüder Öttinger,gebrüeder Ottinger
580,Johann Spillpichler & Co.,Johann Spillpichler et cons.
581,Wilhelm und Georg Finale,Wilhalbm und Georg Final
582,Jeremias Pessler & Co.,Jeremiaß Pessler et cons. v. Neufelden
583,Gottschöber & Co.,Gottschöber et compag.
584,Johann Lechner & Co.,"Johann Lechner et consortes, Johann Lechner et consort."
585,Wolfgang Hilleprand sel. Witwe,Wolfgang Hilleprand seel. wittib
586,Marius und Schmiz,Marius und Schmiz
587,Joseph Gruber & Co. ,Joseph Grueber et cons. 
588,Johann Jakob Weiss sel. Erben,Johann Jacob Weiss seel. erben
589,Giannoli und Canes,"Giannoli et Canes, Gianole et Cone, Ginali et Bane"
590,Georg Mezger sel. Erben,Georg Mezger seel. erben
592,Daissenberger und Krazer,"Dasenberger und Kraz, Daßenberger und Krazer"
593,Passy und  Gotsching,Bassy und Gotsching
594,Johann Anton Bormastini und Butterna,"Johann Antoni Burmostini und Wutterna, Johann Antoni Bormastini und Wutterna"
595,Wolfgang Moritz Endter Erben,Wolfgang Moriz Endters erben
602,Karl Toscano & Co.,"Karl Tonano & co., Carl Toscano et comp., Carl Toscanno et comp."
596,Seitler und Göbel,Seitler und Göbel
597,Marguti und Berbey,Marguti et Berbey
598,Höcksteiner und Hink,Hökhstainer und Hinkh
599,Anton Mayr sel. Erben,Antoni Mayrs seel. erben
600,Strötter und Ilger,"Strötter und Ilger, Stötter und Eger"
601,Primier und Kopp Erben,Primiers und Kopp seel. erben
604,Vernay und Pörner,Vernay et Pörner 
605,Briffant & Co.,Priffand et compag.
606,Marchand und Astrie,"Marchand et Asture, Marchand et Astrie, Marchand et Astrne"
607,Georg Götz sel. Witwe,Georg Güzen seel. wittib
608,Auracher und Pfister,"Auracher und Pfister, Gebrüder Auracher und Pfister"
609,Engelhard und Fischer ,"Englhard und Fischer, Englhard und Fischart"
611,Ghezzi & Co.,Gezzi et compagn.
612,Gebrüder Strobl,"Strobl gebrüeder, gebrüeder Strobl"
613,Jakob Viechbeck & Co.,Jacob Viechbökh et consort.
614,Petrowiz und Georg,Petrowiz et Georg
616,Adam Jäger und Anton Jäger,Adam und Antoni Jäger
617,Matthias Viechtbauer und Matthias Scheibenbogen,Matthias Vietpaur und Matthias Scheibmpogen
618,Leiss und Mayr,"Leiss und Mayr, Lois und Mayr, Leiß und Mayr"
619,Strötter und Razgell,Strötter und Razgell
620,Schöberl und Liedl,Schöberll und Lidl
621,Matthias Aigner und Anton Jäger,Matthias Aigner und Antoni Jäger
622,Friedrich Weider sel. Erben,"Friderich Weyder seel. erben, Friderich Weyders seel. erben"
623,Augustin Weider sel. Erben,Augustin Weyders sel. erben
625,Johann Sebastian Kriegner & Co.,Johann Sebastian Kriegner et compag.
627,Pupp sel. Erben,Pupp seel. erben
628,Motter und Mauz,Moter und Mauz
629,Weiss sel. Erben,Weüss seel. erben
711,Breuning & Co.,"Breunüg et consorth., Braining und consort., Preuning et consort."
631,Gastl und Ilger,"Gasl und Ilger, Gastl und Ilger"
632,Homann Erben,"Hörmanische erben, Homänisch. erben, Höninische erben, Hämänische erben, Hemanische erben, Koman. erben"
633,Preg und Pauer,Preg et Paver
634,Motter und Benz,"Moter und Benz, Motter und Penz, Mater und Penz, Motern und Penz, Moter und Prenz"
635,Amadei & Co.,Amadei et compag.
636,Bauch und Dornheck,"Pauch und Dornhekh, Bauch und Dornhekh, Rauch und Dörnhökh, Pauch und Dörnhekh, Pauch und Dornbach"
845,Bauch und Isaak,Pauch und Isaak
638,Johann und Nikola,"Johann et Nicola beede türkh. underthan, Nicola Johanne türkh. underthan"
639,Duboin und Regazi,"Duboin et Regazi, Duberine et Regazi, Dubena et Regazi, Dubeine et Regazi, Duboin et Rezzi, Duberna et Regazi"
642,Johann Sebastian Pracher & Co.,"Johann Sebastian Pracher et consort., Johann Sebastian Pracher et cons."
644,Gallus Prandner & Co.,"Gallus Prandtner et cons.
"
645,Brentano Moretti & Co. ,"Braentani, Moreti et comp."
646,Gebrüder Massini,gebrüeder Massini
647,Gebrüder Valle,gebrüeder Valle
648,Georg Brentano sel. Sohn,Georg Braentano seel. sohn
649,Nicola Ignaz Bregari und Joseph Bregari,Nicola Ignati und Joseph Bregari
650,Kaspar Bencard sel. Erben,Caspar Bencard seel. erben
651,"Adam Jäger (Pressburg), Anton Jäger (Pressburg), Matthias Aigner (Wien)","Adam und Antoni Jäger v. Preßpurg, dann Matthias Aigner von Wienn"
652,Kopp und Hautsch,"Kopp und Hautsch, Kopp und Hausch, Copp und Hausch"
654,Johann Joseph Mayr sel. Erben,Johann Joseph Mayrs seel. erben
655,Grange & Co.,Grange et compag.
656,Apfel und Prandhofer,Apff und Prandthofer
657,Johann Wögerpaur & Co.,Johann Wögerpaur et consortes von Rohrbach
658,Keller und Schmid,Keller und Schmid
659,Andre Coith & Co.,Andree Coith et comp.
660,Breunlein & Co.,Preunlein et consortes
662,Primier und Kopp,Premer und Kopp
663,Hartelweck und Gebrüder,Hartelweckh und gebrüeder
664,Friedrich Knöbl & Co.,"Friderich Knöbl et comp., Friderich Knöbl et cons."
665,Apfel und Pauernfeind,Apfl und Paurnfeind
666,Hilleprand und Mödlhammer,Hilleprand und Mödlhammer
667,Gebrüder Harufer,Harufer gebrieder
668,Andre Mayr sel. Erben,"Andree Mayrs seel. erben, Andere Moyrs see. erbn"
669,Wucherer und Krimmer,"Wucher und Krimer, Wucherer und Krimmer"
670,"Grange, Passy & Co.","Grange Bassy et comp., Grange Passy et comp., Grange Bassy et compag."
671,Prandstetter und Pöttenberger,Prandstetter und Pettenberger
673,Georg Grones & Co.,"Georg Groness et compag., Grones et compag., Grones et comp."
674,Franz Reich sel. Erben,Franz Raich seel. erben
675,Augustin Friedrich Weider sel. Erben,"Augustin Friderich Weylers seel. erben, Augustin Friderich Weyders"
676,Wilhelm Buirette sel. Erben,Wilhelmb Buerette seel. erben
677,Exner & Co.,Exner und consort.
679,Leopold Macht sel. Witwe,Leopold Macht seel. wittib
681,Recknagel und Muscat,"Rekhnagl et Muscat, Arsnagel et Musscat"
682,Thomas Wellner & Co.,Thomas Wellener et comp.
684,Bischoff und Dressel,"Bischoff und Dressl, Dreßl und Bischof"
686,Christophori Erben,Christophorische erben
687,Johann Georg Pracher & Co.,Johann Georg Pracher et comp.
688,Jakob Weiss sel. Witwe,Jacob Weüss seel. wittib
689,Matthias Kern sel. Erben,"Madhias Kern seel. erben, Madhias Kerns seel. erben"
690,Pichler und Schmid,Pichler und Schmid
691,Gebrüder Disteyr,Disteyr gebrieder
693,Hegrie & Co.,Hegrie et compag.
694,Joseph Manninger & Co.,Joseph Mäninger et consortes
695,Miller und Schwandner,Miller und Gschwandner
696,Georg Binder & Co.,Georg Pinder et consort.
698,Georg Breuning & Co.,Georg Breuning et consortes
699,Christoph Weigl sel. Witwe,Christoph Weigls seel. wittib
700,Poppe und Kroon,Poppe und Kroon
701,Franz Wenzl & Co.,Franz Wenzl et consort.
702,Jogniola und Provino,Jogniola et Brovino
703,Kriner und Scheidlin,Krinner und Scheidlin
704,Stantini und Adam,Stantini et Adam
724,Johann Ebenhöch & Co.,Johann Ebenhech et consort.
723,Andre Egger & Co.,Andree Egger et consortes
706,Strötter und Negri,Stötter und Negri
707,Martin Marcher & Co.,Martin Marcher et cons.
708,Million und Pelloux,"Nillion und Pelluz, Villiod Pelloux, Million und Pelu, Million und Pettouz"
709,Agnes Höckin & Co.,Agnes Hökhin et compagn.
712,Gebrüder Crettier,"gebrieder Crettier, gebrüeder Crettier, gebrüeder Cretier"
713,German Erben,Germanische Erben
714,Michael Hofer sel. Erben,Michael Hoffer seel. erben
715,Bahn und Chevallier,Bahn Jouaillier
1450,Matthias Wolff sel. Witwe,
717,Gebrüder Setti,gebrüeder Setti
718,Weiss sel. Witwe,Weiss seel. wittib
719,Pilgram und Doplonanz,"Bilgramb et Dupenlanz, Pilgran et Doplonanz, Pigramb und Duplono"
720,Vienne und Balde,"Vienne et Balde, Vienne et Palder"
721,Monat und Kunath,Monath Kunath
722,Pauminger und Oberleutner,Pauminger und Oberleuthner
726,Wilhelm Finale & Co.,Wilhalbm Fimale et comp.
727,Anton Neuner & Co.,Antoni Neüner et comp.
729,Abraham Frey und Briller,Abrahamb Frey und Briller
730,Primus und Miller,Primus und Miller
731,Joseph Maget & Co.,Joseph Maget et consortes
732,Martin Knapp sel. Erben,Martin Knäpp seel. erben
743,Adam Piat sel. Witwe,Adam Biath seel. wittib
734,Michael Koller & Co.,Michael Koller et consortes
735,Jakob Praunsperger & Co.,Jacob Praunsperger et consortes
736,Zacharias Greil sel. Witwe,Zacharias Greil see. wittib
737,Dressel und Heubach,"Dressl und Heubach, Dresl und Haybach"
738,Michael Seemann sel. Erben,Michael Seeman seel. erben
739,Johann Guglhör & Co.,Hannß Guglhörr et cons.
740,Negri & Co.,hr. Negri et compag.
741,Gebrüder Mendler,Mendler gebrieder
742,Kriegner & Co.,hr. Krienger zu Rohrbach et cons.
744,Georg Lehmann sel. Erben,Georg Lechmans seel. erben
745,Paul Franz Miller sel. Erben,"Paul Franz Millner seel. erben, Paul Franz Miller seel. erben"
746,Ellinger und Wurth,Ellinger Wurth
747,Seutter und Ridinger,"Seüter und Ridinger, Seiter und Lindinger, Seiter und Ridinger"
748,David Rück sel. Erben,David Rikh seel. erbn
749,Anton Pfeffer sel. Witwe,Antoni Pfeffer seel. wittib 
750,Werti sel. Erben,Werty seel. erben
751,Nissolo & Co.,"Nissolo et compag., Nisolo et compag."
752,Martin Happach sel. Erben,Martin Happach seel. erben
753,"Strötter, Gastl und Ilger","Stratter, Kastl und Ilger, Stroir: Gastl und Ilger"
754,Gebrüder Boccard,"gebrüeder Boccard, gebrüder Poccard"
759,Johann Kirchbaur & Co.,Johann Kirchbaur et consort.
755,Johann Hilleprand sel. Erben,Johann Hilleprand seel. erben
756,Prieser und Provino,Prisser Provino
757,Friedrich Werti sel. Erben,Friderich Werti sel. erben
758,Lechmann und Kraus,Lechman Kraus
760,David Odor Lalle,David Odor Lalle
761,De L'Espine und Pedaleti,"Delespine Pedaleti, Delapine et Bedal"
762,Depra Ducrue,Depra Duxrue
763,Depra Duera,Depra Duera
764,Ducrue und de L'Espine,"Ducrie Lespinae, Docrue Delespine"
765,Finale Ducrue,Finale Duxrue
766,Rahn de Benedicti,Rahn de Benedicti
768,Göbl und Liedl,"Göbl und Liedl, Gebl und Lidl, Göbl und Lidl, Lidl und Göbl, Göble und Lidle, Göbel und Lidl"
770,Paul Rössler sel. Erben,Paul Leeb seel. erben
771,Martin Gnäz sel. Erben,Martin Gnäz seel. erben
772,Curnische Erben,Curnische erben
773,Paul Griener sel. Witwe,Paul Grieners seel. wittib
774,Pauminger sel. Witwe,Paumingers seel. wittib
775,Sebastian von Luidl sel. Witwe,Sebastian v. Luidl seel. wittib
776,Georg Wagner sel. Witwe,Georg Wagners seel. wittib
777,Thorin Rebut,Thorin Rebut
778,Peter Vernay und Pörner,Peter Vernay und Pörner
779,Kimer & Co.,Kimer und compag.
780,Joseph Meidinger Witwe,Joseph Maidingers wittib
781,Perinet & Sohn,Perinet und sohn
782,Michael Weißmann & Co.,Michael Weismann et consort.
783,Strötter und Gastl,Strötter und Gastl
784,Peyre Puerie & Co.,Peyre Puerie et comp.
785,Siess und Gebhard,Siess und Gebhard
786,Fuchs und Gebhard,Fuchs und Gebhard
787,Endter Erben & Co.,Enterische erben et consort.
788,Johann Christoph Zwiesler & Co.,Johann Christoph Zwiesler et cons.
790,Matthias Kern sel. Witwe,Madhias Kerns seel. wittib
791,Gapp und Gerbl,Gapp und Gerbl
792,Leopold Hartmader & Co.,Leopold Hartmader et consort.
793,Adam Felsecker sel. Erben,Adam Felserkers seel. erben
794,Pollinet Jünger,Pollinet Jünger
795,Gebrüder Monsani,Monsani gebrüeder
